DATE,TPS_Air_Temp_C,Temp1_Avg,Temp2_Avg,Temp3_Avg,Temp4_Avg,Temp5_Avg,Temp6_Avg,Temp7_Avg,Temp8_Avg,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,CMP10_Solar_uWm2_Avg,TPS_Wind_Spd_ms,WS_ms,Mean_WindDir,SDMS40_Depth_Avg,SR50A_SnowDepth,SR50A_QualityVal,LF1_Ice_Output,Ice_mm,Ice_Inch,LWMDry_Tot,LWMWet_Tot,LWMCon_Tot,Visibilitystr,TPS_Raw_Precip_Rate_1minAvg_mmHr,TPS_Raw_Precip_Rate_5minAvg_mmHr,TPS_Total_Accum_mm,TPS_Pwr_Sensor_W,TPS_Pwr_Ref_W,WS_ms_Max,WindDir_Max,WindDir_SD,TPS_Baro_Press_mbar_Corrected
2020-06-29 13:17:00,20.1,18.72,18.4,18.66,18.5,18.26,18.43,18.3,18.72,87.1,88.1,87.2,87.8,88.2,88.4,88.6,84.9,230.31,0.9,0.7,354.2,8.0,0.03,237.0,No Ice,0.0,0.0,0.0,0.0,1.0,44033.0,0.16,-0.14,0.0,25.9,25.4,1.63,354.4,53.73,1014.0
