DATE,TPS_Air_Temp_C,Temp1_Avg,Temp2_Avg,Temp3_Avg,Temp4_Avg,Temp5_Avg,Temp6_Avg,Temp7_Avg,Temp8_Avg,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,CMP10_Solar_uWm2_Avg,TPS_Wind_Spd_ms,WS_ms,Mean_WindDir,SDMS40_Depth_Avg,SR50A_SnowDepth,SR50A_QualityVal,LF1_Ice_Output,Ice_mm,Ice_Inch,LWMDry_Tot,LWMWet_Tot,LWMCon_Tot,Visibilitystr,TPS_Raw_Precip_Rate_1minAvg_mmHr,TPS_Raw_Precip_Rate_5minAvg_mmHr,TPS_Total_Accum_mm,TPS_Pwr_Sensor_W,TPS_Pwr_Ref_W,WS_ms_Max,WindDir_Max,WindDir_SD,TPS_Baro_Press_mbar_Corrected
2020-12-15 13:21:00,-10.2,-11.72,-11.81,-11.79,-11.62,-11.85,-11.8,-11.99,-11.65,59.44,58.3,59.33,58.86,58.27,58.14,57.93,59.8,60.52,2.2,1.7,284.0,16.0,-0.0,195.0,No Ice,0.0,0.0,0.0,0.0,1.0,49784.0,-0.3,-0.11,0.2,60.0,62.0,3.0,336.7,33.65,1022.0
